"Land";"Diplom";"Club";"K/L";"Bemerkung";"DB Seite";"ID"
"JA";"Worked all East DX Ploit.";;"L";;460;2223
"DL";"Europa-Diplom-Plakette";"DARC";"L";;465;1651
"DL";"Worked all Europe - WAE";"DARC";"L";;465;2250
"W";"ARRL-Diplome";"ARRL";"B";;467;1378
"W";"RCC Rag Chewers Club";;"L";;467;1992
"W";"Satellite DX Archievement Award";"ARRL";"L";"Seite 1064 - QRT";469;193
"W";"6-Meter ""600 Club"" Award";;"L";;469;1328
"W";"Worked all States - WAS";;"L";;469;2277
"W";"5 Band WAS";;"L";;470;1315
"W";"DXCC";;"L";;471;1627
"W";"5 Band DXCC";"ARRL";"L";;473;1311
"W";"Code Proficiency Award";;"L";;474;1472
"W";"A-1 Operator Club";;"L";;475;1389
"W";"Brass Pounders";;"L";;476;1423
"W";"Old Timers Club";"OTC";"L";;476;1921
"W";"Public Service Award + Honor Roll";;"L";;476;1962
"OK";"OK-Diplomprogramm";;"L";;483;1916
"OK";"S 6 S";;"L";;483;2033
"YO";"YO-100";"FRR";"L";;483;2409
"OK";"100 OK";;"L";;484;1284
"OK";"OK-SSB-Award";;"L";"ersetzt S.26";484;1917
"OK";"P 75 Z";;"L";;484;1939
"OK";"ZMT";;"L";;484;2438
"OK";"ZMT 24";;"L";;484;2439
"DL";"DL-Z 100 und Sticker";"VDFB";"L";"Seite 1369 - QRT";485;1598
"OK";"P 100 OK";;"L";;485;1937
"OK";"P 75 P";;"L";;485;1938
"OK";"PZMT 24";;"L";;485;1978
"OE";"RA-PT-OM Award";;"L";;487;1990
"DL";"Universitätsstädte-Diplom";;"L";"Seite 1369: Gebühr und Adresse neu";489;373
"DL";"Holographie-Diplom";"G40";"L";"QRT";490;1736
"DL";"Regensburger Z-Diplom";"Z16";"L";"Seite 1021 - neuer Manager, (RB38/39)";492;1996
"OE";"KPCA";;"L";;494;1809
"OE";"Rotes-Kreuz-Diplom";;"L";"QRT";495;2012
"OE";"Henry Dunant Diplom";;"L";"Zusatzinfo S. 2077";495;2765
"RA";"W 100 U";;"L";;496;2218
;"Cagou Award";;"L";"Seite 1177: Zusatzinfo";497;375
"SP";"Poland near Baltic Award";;"L";;499;1960
"PY";"Brasilianische CW-Diplome";;"B";;500;1422
"PY";"CWRL";;"L";"QRT ???";501;1502
"PY";"GMPR";;"L";"QRT ???";501;1698
"PY";"GPCW - Award";;"L";"Seite 1177 - Zusatzinfo SWL, (RB38/39)";502;1702
"W";"Middle Tennessee DX Award";;"L";;503;1866
"VE";"YL-DXCC";;"L";"ersetzt Seite 156";503;2406
"G";"QTH Squares Century Club";;"L";"Seite 1177 - QRT";505;1984
"SP6";"SP6 Award";;"L";;506;2071
"PA";"Amsterdam DX Award";;"L";;506;2106
"TG";"CRAG";;"L";;507;1490
"W";"WPX Award of Excellence";;"L";"Seite 1176 - neue Adresse - Seite 1880: Zusatzinfo";508;2372
"DL";"Trifels Diplom";"K22";"L";"(RB38/39) - Seite 1980 QRT";512;2161
"DL";"Worked Distrikt R - WDR";"DVR";"L";"s.auch S.1177 - S. 1559: Gebühr und Adresse neu";515;2299
"DL";"Rathaus Michelstadt Diplom";"F35";"L";;516;1574
"DL";"Osthessen-Diplom";;"L";;517;1931
"OE";"Ala Nova Award";;"L";;519;1350
"OE";"Länder-Diplom der AGDX";"AGDX";"L";"aktuelle Info S. 2077";521;1821
"OE";"UKW Länderdiplom";;"L";;521;2183
"W";"VHF/UHF Century Club Award";;"L";;522;2201
"YU";"Osijek Award";;"L";;525;1930
"W";"White Rose Award";;"L";;525;2314
"EA6";"Balearic Islands Award";;"L";"QRT (S.1930)";526;1394
"EA6";"CWEA 6";;"L";"QRT (S.1930)";526;1498
"W";"Western Kentucky DX Award";;"L";;526;2309
"EA6";"3 Islands Award";;"L";"QRT (S.1930)";527;1300
"ON";"Pajottenland Award";;"L";;527;1943
"ON";"Limburg Award";;"L";;528;1823
"F";"10 GHz REF-Diplom";"REF";"L";"QRT ???";529;1279
"G";"YARD";;"L";"Seite 1177 - Gebühr und Adresse neu - QRT 2004";529;2399
"W";"The WACONZS Award";;"L";;530;2139
"5Z";"The Kenyan Award";;"L";"Zusatzinfo S. 902";531;2127
"SM3";"W-SM3-A";;"L";;531;2392
"ZP";"AMCA";"RCP";"L";;532;1368
"ZP";"TCC";"RCP";"L";;532;2098
"ZP";"ZP Diplomprogramm";"RCP";"L";;532;2445
"ZP";"AZ-11-PX";"RCP";"L";;533;1387
"ZP";"Diploma Paraguay";"RCP";"L";;533;1609
"ZP";"DSA";"RCP";"L";;533;1616
"ZP";"CRCP";"RCP";"L";"ersetzt S. 32";534;1491
"ZP";"DDP";"RCP";"L";;534;1553
"ZP";"ZP 100 Award (150, 200 ... )";"RCP";"L";;534;2444
"ZP3";"ZP3 Award";"RCP";"L";;534;2446
"ZP";"Worked all ZP";"RCP";"L";;535;2291
"PY";"BRCW";"LABRE";"L";"aktuelle Info S. 2077";536;1425
"JA";"RL Award";;"L";"(RB40/41)";537;2008
"HB9";"Diplôme de Geneve";;"L";"(RB34)";538;1691
"EA";"La Rioja Award";;"L";;538;1817
"G";"Short Wave 5 Band DXCC";"ISWL";"L";;539;2060
"W";"The Green Country Award";;"L";;539;2122
"W";"WAC (Satellite)";;"L";;540;2240
"PA";"289-Diplom";;"L";"QRT";541;1299
"SM";"Worked LAEN P";;"L";;541;2359
"W";"The KDXA Buffalo Award";"KDXA";"L";;542;2126
"I";"WIYL";;"L";;542;2323
"DL";"Pfalzgraf Johann Diplom";;"L";"Seite 1064: QRT";545;1950
"DL";"Feuerschiff-Diplom";;"L";"Seite 1369 - Zusatzinfo - Seite 1765: QRT";546;1667
"DL";"Krabben-Diplom";;"L";;548;1811
"DL";"SSTV-AD";;"L";;549;2076
"DL";"Niedersachsen YL Diplom";;"L";;551;1890
"DL";"CW-QRP-100-Diplom";;"L";;552;1505
"DU";"5 Band WADU Award";;"L";;554;1325
"DU";"Filipinas Award";;"L";;554;1670
"EA";"160-TD-EA-CW";;"L";;555;1294
"EA";"5 Band TD-EA-CW";;"L";;555;1326
"EA";"TD-EA-CW Award";;"L";;555;2099
"EA";"Espana Award";;"L";;556;1641
"EA";"URE - Diplomprogramm";;"B";;556;2186
"EA";"100 EA CW";;"L";;556;2453
"EA";"5 Band TPEA Plaque";;"L";;557;1323
"EA";"EA DX 100 Award";;"L";;557;1631
"EA";"PTEA";;"L";;557;2158
"EA";"CIA";;"L";"ersetzt Seite 142, (RB30)";558;1466
"F";"DD 71";"REF71";"L";"QRT ???";560;1546
"F";"Diplome des Villes Francaises";;"L";"Zusatzinfo S.2077";560;1584
"FK";"New Cagou DX Award";;"L";;562;1884
"G";"West Kent ARS Award";;"L";;562;2307
"G";"Isle of Wight Award";;"L";;563;1769
"G";"Isle of Wight Radio Society Award";;"L";"Seite 1369: QRT";564;663
"G";"Worthing and District ARC Award";;"L";"(RB35)";564;2370
"HL";"Worked all Korea";;"L";"(RB36), ersetzt S. 8";565;2343
"G";"Monitor Award 1, 2 und 3";"ISWL";"L";;567;1875
"G";"5 Band DX CC Award";"ISWL";"L";;568;1310
"I";"HTCA";;"L";"QRT (S.1930)";568;1745
"GJ";"Jersey Island Award";;"L";;568;1786
"I";"RKE  Diplomprogramm";"RKE";"B";;568;2007
"I";"TCA";;"L";"QRT (S.1930)";568;2097
"G";"VHF County Award";"ISWL";"L";;568;2196
"I";"5 Band IIA";"ARI";"L";;570;1324
"JA";"JARL 60 Award";"JARL";"L";"Seite 1369 - QRT";571;1783
"JA";"JARL 60 Award A";"JARL";"L";;572;1784
"LA";"Trondheim DX Award";;"L";;573;2163
"JA";"Worked JA1 Award";;"L";;573;2358
"OE9";"OE9 in CW";;"L";"Seite 2027 - Manager+Gebühr neu";575;1911
"OH";"Worked Santa Claus Land Award";;"L";"Seite 1370 - Zusatzinfo";576;2224
"ON";"Noorderkempen Award";;"L";;577;1896
"OZ";"Danish Scout Award";;"L";"QRT ???";578;1510
"PA";"Dutch Seal Award";;"L";"Seite 1370 - QRT";579;1622
"OZ";"OZ-Locator Award";"EDR";"L";"Zusatzinfo S. 618 -- Seite 1765: Adresse neu";579;1933
"PA";"Orange Cities Award";;"L";;580;1928
"PA";"MARAC Award";"MARAC";"L";"Seite 1559: Adresse neu, (RB35/44)";581;926
"PA";"Regio 36 Award";;"L";;581;1997
"PA";"FRAG Award";;"L";;583;1677
"PA";"GVB Award";;"L";"QRT";583;1708
"PY/DL";"Pater Roberto Landell Award";"PRL";"L";"Seite 1370: neue Gebühr - Seite 2552: neue Adresse";584;1573
"SP";"Zamosc 400 Award";;"L";"Seite 1370 - QRT";585;1576
"W";"Satellite 1000 Award";"ARRL";"L";"Seite 1368 - QRT";586;638
"TK";"Korsica Award";;"L";;587;1807
"TI";"TTI";;"L";;587;2170
"VK";"ALARA";;"L";;588;1351
"VE";"The Maple Leaf Award";;"L";;588;2128
"ZS";"Worked all Branches Award";;"L";;589;2226
"6W";"Senegal Award";;"L";;590;2132
"DL";"DL-Z 50 UKW und Sticker";"VFDB";"L";;593;1599
"DL";"Vierländer MF Jubiläumsdiplom";"MF";"L";"Seite 1370: QRT";594;2202
"DL";"UKW-MF-Jubiläumsdiplom";"MF";"K";;595;2184
"DL";"40-M05 Diplom";"M05";"L";"QRT (S.1931)";596;1569
"DL";"Rheinland-Pfalz-Diplom";"DVK";"L";"Seite 2289: Adresse neu - Zusatzinfo S. 2077";597;927
"DL";"FCF-Diplom (Evangeliums-Runde)";"FCF";"L";"Seite 1492 - Gebühr + Adresse neu";598;1665
"Y2";"Y2 - Diplomprogramm";;"B";"QRT";599;2396
"Y2";"Europe Locators Award";;"L";"QRT";600;1656
"Y2";"WA-Y2 / RA-Y2";;"L";"QRT";600;2293
"Y2";"Y2-KK";;"L";"QRT";600;2397
"Y2";"Y2-LOC-DDR-UKW-Diplom";;"L";"QRT";600;2398
"Y2";"VHF-UHF-SHF-DX Award";;"L";"QRT";601;2200
"F";"5 Band DUF";"REF";"L";"ersetzt Seiten 427, 428, 430, (RB35)";602;1309
"F";"DUF";"REF";"L";"ersetzt Seite 430";602;1620
"F";"Council of Europe Award";;"L";;603;1477
"G";"WAB Overseas Introductory";;"L";"neue Adresse S. 2077";606;2236
"G";"WAB";;"L";"(RB38/39) - neue Adresse S. 2077";606;2237
"GD";"Manx Award";;"L";;607;1841
"G";"WAB Areas Award";;"L";;607;2233
"G";"WAB Counties Award";;"L";;607;2234
"G";"WAB Large Squares Award";;"L";;607;2235
"HB0";"AFVL-Dilpom";"AFVL";"L";;608;1343
"LA";"Karmoy Island Award";;"L";"Seite 1178 - Gebühr neu";609;1793
"JA";"Kyoto Award";;"L";;609;1816
"LA";"WANLO";;"L";;610;2269
"OE";"WLOE";;"L";"QRT (S.1931)";612;2326
"ON";"Wool City Award";;"L";"Zusatzinfo S. 2077";612;2333
"OZ";"EDR Diplomprogramm";"EDR";"B";;614;1935
"OZ";"OZ-Prefix Award";;"L";"ersetzt Seite 424";614;1936
"OZ";"Danish Underground R.A.";;"L";;615;1511
"OZ";"Fieldday-Diplom";;"L";;615;1669
"OZ";"Cross Country Award";;"L";"Seite 1765 - Adresse neu - QRT (S.1931)";616;1495
"OZ";"Fairytale Award";;"L";;616;1662
"OZ";"FTTF Award";;"L";;617;1686
"OZ";"Copenhagen Award";;"L";"ersetzt Seite 284, (RB36)";618;1480
"OZ";"Haderslev Certificate";;"L";"QRT (S.1931)";618;1712
"PA";"Tilburg Kruikezeiker Award";;"L";"QRT";619;2148
"PA";"Eindhoven Certificate";;"L";"QRT";620;1636
"PY";"DX Motovation Award";;"L";"QRT (S.1931)";621;1629
"PY";"World Wide QRP Award";;"L";"QRT (S.1931)";621;2369
"SM";"HASA Heard all Sweden";;"L";;623;1721
"SM7";"Freebooter Statuette";;"L";;625;1682
"SM";"TSA Award";;"L";;626;2168
"SV";"RAAG Award";"RAAG";"L";;630;2032
"W";"YASME Supreme Award";"YASME";"L";;632;2401
"V8";"PPNBDARCA";;"L";"QRT (S.1931)";633;1968
"YB";"ORARI Diplomprogramm";"ORARI";"B";;634;1929
"YB";"Jakarta Award";;"L";"Long Drink";635;1780
"YB";"Worked all Indonesia";;"L";;636;2342
"YB";"Worked the Equator Award";;"L";;636;2364
"ZB2";"Gibraltar  Award";;"L";"Seite 1370 - Adresse neu";637;1696
"ZB2";"The ZB2 Award";;"L";"(RB38/39)";637;2143
"ZB2";"The ZB2BU Award";;"L";;637;2144
"3A";"Monaco-Diplom";;"L";"Seite 1622: Longdrink";638;1006
"3A";"WESEC";;"L";;638;2305
"HB9";"W-DIG-HB";"DIG-HB";"L";"Seite 1178 - aktuell S. 2078";641;2385
"DL";"DL-YL 88";"DARC";"L";"Seite 1559: Adresse neu";642;928
"DL";"DLD 1000 - Nadel zum DLD";"DARC";"L";;642;1593
"DL";"Pfingstritt-Diplom";"U26";"L";"QRT (S.1931)";643;1952
"DL";"Blaues Löwen Diplom";"K26";"L";" 1765: QRT";644;1141
"DL";"Medeor Diplom";;"L";"Seite 1178 - Gebühr und Adresse neu";645;1852
"DL";"Eisenbahner-DL-Diplom";"EFA";"L";"Seite 1065: QRT (neu: Seite 904 EFA-DL-Diplom)";647;198
"CE0";"Easter Island Award";;"L";;648;1632
"EL";"LRAA Diplomprogramm";;"B";;648;1833
"F";"DDIF";"REF";"L";"Seite 1178 - Adresse neu - QRT (S.1931)";649;1551
"EL";"Worked 50 Countries Award";;"L";;649;2335
"EL";"Worked all Liberia Award";;"L";;649;2344
"F";"DD 76 - La Seine Maritime Award";;"L";"QRT 2001";650;1818
"HL";"KARL Diplomprogramm";"KARL";"B";;651;1792
"G";"The GB Award";;"L";"QRT ???";651;2118
"HL";"All Korea Award";;"L";;652;1360
"HL";"HL Award";;"L";;652;1731
"HL";"Korean Districts Award";;"L";;652;1806
"HL";"All Province Award";;"L";;653;1361
"JA";"One Letter Diploma";;"L";"Seite 1492 - neuer Manager, (RB45)";653;1925
"JA";"Keyman's Club of Japan";"KCJA";"L";;654;1796
"OH";"Finnmaid Award";"SRAL";"L";;655;1671
"OH";"OH-YL-22";;"L";"Neue Gebühr/Webadresse S.2078";655;1913
"OH";"OH-YL-33";;"L";"Neue Gebühr/Webadresse S.2078";655;1914
"OH";"OH-YL Awards";;"L";"Neue Gebühr/Webadresse S.2078";655;1915
"PA";"Locator Award";;"L";"(RB38/39)";657;1828
"PA";"Worked all Continents - WAC";;"L";;657;2340
"PA";"Worked all Provinces";;"L";;657;2345
"PA";"Worked Prefixes VHF Award";;"L";;658;2362
"PA";"Zwolle-Lünen Diplom";;"L";"QRT";658;2452
"PA";"Rotterdam Award";;"L";"(RB38/39)";659;2013
"PA";"Schapekoppen Award";;"L";"QRT";660;2044
"XE";"The 100% QSL Award";;"L";;661;2103
"XE";"Worked all the Mayan Area";;"L";;661;2347
"YU";"Twin Towns Award";;"L";;662;2171
"ZS";"ZS-CW-IG Award";;"L";;662;2448
"DL";"DL-YL Diplome und Ehrennadel";"DARC";"L";;684;1597
"DL";"Europa-SHF-Diplom";;"L";"(RB40/41)";685;1653
"DL";"Hiddenhausen-Diplom";"N48";"L";"Seite 1765 - Gebühr + Adresse neu";687;1729
"DL";"Schmelzer Tiegel Diplom";;"L";;688;2048
"DL";"Frankenlied-Diplom";"B39";"L";"S. 1492 Zusatzinfo Gebühr, Manager neu S. 2027";689;1678
"DL";"F17-Diplom";"F17";"L";"QRT 2018";690;1660
"DL";"Töpfer-Diplom";"K31";"L";"ersetzt S. 514 -- Seite 1178: Gebühr neu, (RB34)";691;2156
"DL";"Töpfer-Plakette";"K31";"L";"ersetzt S. 515 -- Seite 1065 - Zusatzinfo, (RB34)";691;2157
"DU";"Ham Ten Award";;"L";;694;1715
"DU";"Ham Ten Birthday Award";;"K";"QRT";694;1716
"F";"Louis Braille Diplom";;"L";"Aktuell S. 2078";695;1589
"F";"FA-FB-Prefix Award";;"L";"QRT ???";696;1664
"F";"Diplôme TV-FV";;"L";;697;1590
"JA";"Ten-Zero Award";;"L";"ersetzt Seite 18, (RB31)";698;2101
"ON";"E-1992-C Award";;"L";;701;1659
"ON";"Flanders Province Award";;"L";"Seite 1370 - QRT";703;1675
"ON";"UBA-Vrienden-Diplom";;"L";;704;2174
"PA";"VRZA Divisional Award";"VRZA";"L";;705;2212
"PA";"Domstad Award";;"L";"QRT";707;1605
"PA";"Looiers Award";;"L";"(RB40/41), QRT";707;1829
"PA";"Hoorn Award";;"L";;708;1741
"PA";"Bonifatius Award";;"L";"Seite 1370: QRT";709;675
"PA";"Midden Limburg Prefix Award";;"L";"S.2027 Adresse + Gebühr neu";709;1865
"PY";"Traveller CW Award";;"L";;710;2160
"PY";"CWSA";;"L";"QRT ???";711;1503
"PY";"BSAW Award";;"L";"(RB43) QRT ???";712;1429
"PY";"RJCAW";;"L";"QRT ???";712;2006
"PY";"BFAW";;"L";"QRT ???";713;1412
"PY";"BGAW";;"L";"QRT ???";713;1413
"PY";"WAMAW";"CWRJ";"L";"(RB43) QRT ???";713;2266
"PY";"YLAW";;"L";"QRT ???";713;2403
"PY";"20 CAW Award";;"L";"QRT ???";714;1296
"PY";"PFAW";;"L";"(RB42) QRT ???";714;1951
"PY";"WRJA";;"L";"(RB42) QRT ???";714;2374
"TR";"Diplôme du Gabon";;"L";;715;1586
"VE";"Friendly Border Award";;"L";"Seite 1370 - QRT";716;1684
"VK7";"Tasmania Devil Award";;"L";"Seite 1370 - QRT";717;2094
"YJ8";"Vanuatu ARSA";;"L";;717;2192
"4S7";"4S7 DX Award";;"L";;718;1306
"DL";"AFM-Diplom";"AFM";"L";"Seite 1931: - Gebühr und Adresse neu";720;396
"DL";"Conveniat Award";;"L";;721;1479
"DL";"Fränkische-Schweiz-Diplom";;"L";"ersetzt Seite 544 - Seite 1622 - Adresse neu";721;1681
"DL";"Holm Diplom + Plakette";;"L";"QRT (S.1931)";723;1735
"DL";"Lauterbacher Strolch";"F55";"L";"ersetzt Seite 286";725;1820
"DL";"Old-Old-Timer Diplom";;"L";"Seite 1492 - QRT";727;1920
"EA";"Comunidad Valenciana";;"L";;730;1476
"EL";"Six Counties Award";;"L";;731;2065
"EL";"West African Countries Award";;"L";;731;2306
"EL";"Work ECOWAS Countries";;"L";;731;2334
"G";"RSGB Diplomprogramm";"RSGB";"B";"Aktuell S.2078";732;2021
"G";"5 Band Commonwealth 5BCCC";;"L";;733;1318
"G";"Commonwealth Century Club";;"L";;733;1475
"G";"5 Band WITUZ";;"L";;734;1317
"G";"Worked ITU Zones";;"L";;734;2357
"G";"DX Listeners Century Club";;"L";;735;1626
"G";"IARU Region 1 Award";;"L";"Seite 1370 - Zusatzinfo, Aktuell S.2078";735;1752
"G";"IARU Region 1 Award - 28 MHz";;"L";;736;1753
"G";"Novice CW Award";;"L";;736;1900
"G";"1066 Award";;"L";"QRT ???";737;1291
"HB9";"Helvetia 26";;"L";"ersetzt Seite 396, (RB40/41)";738;1725
"HB9";"Helvetia Diplom";"USKA";"L";"Seite 1065: neuer Manager";740;203
"JA";"All Chiba Award";;"L";;740;1357
"JA";"Samurai Award";;"L";;741;2037
"JA1";"Worked JA 1st Callarea Award";;"L";;741;2393
"J28";"J2-Djibouti Award";;"L";"QRT ???";742;1777
"LA/SM";"Morokulien Award";;"L";"Zusatz S.1065 -- S.1492 - neuer Manager, (RB38/39)";742;1877
"LA";"Worked Norwegian Cities";;"L";;743;2360
"OH";"KP-20 Award";;"L";"QRT ???";744;1810
"ON";"Bokkerijders Award";;"L";"Aktuell S.2078";745;1420
"OZ";"Esbjerg-Diplom";;"L";"QRT (S.1931)";745;1640
"PA";"Certificate Radio Club Gooi";;"L";"(RB40/41)";746;1461
"PA";"Schager Folklore Award";;"L";"QRT";747;2043
"UR";"Crimea DX Group Award";;"L";;748;1492
"RA";"Altai Award";;"L";;749;1366
"RA";"UDXC Award";;"L";;749;2176
"RA";"Zilan DX Club Wimpel";;"L";;750;2436
"RA";"Voronezh Award";;"L";;751;2209
"RA9";"WSDXC Diplomprogramm";"WSDXC";"B";"S:1492: Long Drinks";751;2377
"RA9";"Arctic Ocean Award";;"L";;752;1375
"RA9";"Worked all West Sibiria";;"L";;752;2349
"RA9";"Prefix-9 Award";;"L";;753;1971
"RA9";"USSR 1.000.000 Cities";;"L";;753;2188
"RA9";"USSR Prefix Award";;"L";;753;2189
"UR";"Trophy Ukraine";;"L";;754;2166
"RA9";"West Sibiria Award";;"L";;754;2308
"UR";"Sumy Award";;"L";;755;2084
"W";"30 Meter Century  Award";;"L";;757;1301
"VK";"Worked all VK Areas Award";;"L";"Seite 1178 - Gebühr und Adresse neu";757;2348
"VK9";"200 Jahre LHI Diplom";;"L";;759;1297
"ZD8";"Ascension Island Award";;"L";"(RB42)";759;1379
"ZD8";"Air Bridge Award";;"L";"(RB42)";760;1349
"9V1";"Lion City Award";;"L";;760;1824
"ZD8";"South Atlantic Award";;"L";;760;2070
"DL";"VFDB 40 Jubiläumsdiplom";"VFDB";"K";"Seite 1492: QRT";762;825
"DL";"Bodensee-Diplom";"P03";"L";"QRT (S.1931)";784;929
"DL";"City Mannheim Award";"A10";"L";"ersetzt Seite 553 - S.1492 Zusatzinfo";786;1469
"DL";"Diplom Weißer Stock Silber";"IBFD";"L";"Seite 1492 - Gebühr und Adresse neu";786;1591
"DL";"Gehrden-Diplom";;"L";;787;1690
"DL";"JAIG Diplom";"JAIG";"L";"Seite 1493 - Adresse neu";788;1778
"DL";"Kloumpen Diplom";"I43";"L";"Seite 1559 - Adresse neu";789;1803
"DL";"Knochenhauer Amtshaus Diplom";"H15";"L";"QRT 2014";790;1805
"DL";"Länder Actio 40";;"L";"Seite 1622: QRT";792;930
"DL";"40-m-Aktivitäts-Diplom";;"L";;792;1305
"DL";"Röttler Schloss Diplom";"A09";"L";"Zusatzinfo S. 1493";793;831
"DL";"Moselwein-Diplom";"K45";"L";"ersetzt Seite 598 - Zusätze: S.1065 / 1559 / 2599";793;1878
"DL";"Pro Vita Diplom";;"L";"Seite 1493 - QRT";794;1974
"DL";"Rendsburg Diplom";;"L";"Zusatzinfo S. 902/958";795;1999
"DL";"Three Good Acts Award";"P03";"L";"Seite 1559: Adresse neu - QRT S. 2552";797;931
"DL";"VHF CW Diplom";;"L";"Seite 1493 - Adresse neu";798;2197
"DL";"Wasserstraßen-Plakette";;"L";"s. auch S. 958 - QRT (S.1931)";800;2281
"F";"Albert Schweitzer Diplom";;"L";"ersetzt Seite 63 - QRT";802;1582
"F";"Diplôme FF8DEC";;"L";"QRT (S.1931)";803;1587
"G";"RSGB VHF Awards";"RSGB";"L";"Aktuell S.2078";804;2022
"G";"4-2-70 Squares Award";;"L";;805;1307
"G";"RSGB 50 MHz Countries Award";"RSGB";"L";"Aktuell S.2078";805;2018
"G";"RSGB 50 MHz DX Certificate";"RSGB";"L";"Aktuell S.2078";805;2019
"G";"RSGB 50 MHz Squares Award";"RSGB";"L";"Aktuell S.2078";805;2020
"G";"VHF Countries and Counties Award";;"L";;806;2195
"G";"Microwave Award";;"L";;807;1863
"G";"Microwave Distance Award";;"L";;808;1864
"HA";"Szeged Festival Award";;"L";;809;2090
"DL";"Wendland-Diplom";"H28";"L";;810;2303
"JA";"JARL Diplomprogramm";"JARL";"B";"Korrekturen: S.1042 / 1141 / 1560";811;1785
"JA";"All Japan Distrikts";;"L";;812;1359
"JA";"Japan Century Cities Award";"JARL";"L";"Seite 1142 - Zusatzinfo";812;1781
"JA";"Worked all Japan";;"L";"(RB44)";812;2366
"JA";"Asian DX Award";;"L";;813;1380
"JA";"Heard all Continents";"JARL";"L";;813;1723
"JA";"Japan Century Guns";;"L";;813;1782
"JA";"Worked all Cities Award";;"L";;813;2339
"JA";"Worked all Guns Award";;"L";;813;2341
"JT";"Chingis-Khan-Award";"MRSF";"L";;814;1165
"JA";"Nippon Boy Scout Award";;"L";;814;1892
"PY";"Basic CECW Award";;"L";;816;1400
"PY";"BRIO Award";;"L";;816;1426
"CE";"CECW Awards Programm";;"B";;816;1451
"SV7";"SV7-Land Award";;"L";;817;2085
"RA";"Rainbow Bridge Award";;"L";;818;1989
"UR";"Chernobyl Diploma";;"L";;819;1462
"UR";"Dialogua Award";;"L";;820;1564
"UR";"Kiev Kashtan Award";;"L";;820;1800
"UR";"UR-Diplomprogramm";;"L";;820;2173
"EU";"WAAD Diploma";;"L";;821;2231
"EU";"Worked ITARC Members";;"L";"QRT 2000";821;2356
"W6";"NCDXC";"NCDXC";"L";;822;1882
"VK";"ALARA Award";;"L";"Seite 1021 - neuer Manager";823;1352
"4X";"Israelische Diplome";"IARC";"B";;825;1772
"4X";"Israel Award";;"L";"Seite 1493 - Adresse neu";826;1771
"4X";"Jerusalem Award";;"L";"QRT (S.1931)";827;1787
"4X";"Kiryat Ono Award";;"L";;827;1802
"4X";"Rishon Le-Zion Award";;"L";;828;2004
"4X";"Tel-Aviv Award";;"L";"ersetzt Seite 540 - QRT (S.1931)";828;2100
"DL";"Aalener-Spion-Diplom";"P22";"L";;840;1334
"DL";"AGCW-DL-Diplomprogramm";"AGCW";"B";"Seite 1065: Gebühr + Manager neu";841;207
"DL";"CW 500-1000-2000";;"L";;841;1496
"DL";"QRP-CW 100 - 250 - 500";;"L";;841;1983
"DL";"UKW-CW 125 - 250";;"L";;841;2181
"DL";"W-AGCW-M";"AGCW";"L";;841;2384
"DL";"AGCW-Langzeitdiplom";"AGCW";"L";;842;1347
"DL";"Berlin-Diplom";;"L";"S. 1021 - neue Gebühr -- S. 1765: Adresse neu";843;1409
"DL";"Deutschland-Diplom (DLD)";"DARC";"L";;844;1560
"DL";"Ehrenbürg Diplom";"B26";"L";"Seite 1493 - Gebühr neu";846;1635
"DL";"Elm-Lappwald-Diplom";"H30";"L";"Seite 1980 neue Anschrift";846;1637
"DL";"EU-Faksimile";;"L";;847;1646
"DL";"Europa-Ehrenfahnen-Diplom";"T13";"L";"Seite 1493 - neuer Manager";848;1652
"DL";"Hammer Wappen Diplom";"O10";"L";"QRT (S.1931)";850;1717
"DL";"IFF-Diplom";"IFF";"L";;851;1756
"DL";"Atlantic Ocean Award";"R05";"L";"S. 2027 Anschrift+Gebühr neu";852;1382
"DL";"Kempener Diplomprogramm";"R05";"B";"S. 2027 Anschrift+Gebühr neu";852;1795
"DL";"Baltic Sea Award";"R05";"L";"S. 2027 Anschrift+Gebühr neu";853;1395
"DL";"Countries Chain Award";"R05";"L";"S. 2027 Anschrift+Gebühr neu";853;1486
"DL";"Cross Award";"R05";"L";"S. 2027 Anschrift+Gebühr neu";853;1494
"DL";"HRBM Award";"R05";"L";"S. 2027 Anschrift+Gebühr neu";854;1743
"DL";"Northern Sea Award";"R05";"L";"S. 2027 Anschrift+Gebühr neu";854;1899
"DL";"Olympic Games Award";"R05";"L";"S. 2027 Anschrift+Gebühr neu";854;1922
"DL";"25 x 4 Award";"R05";"L";"S. 2027 Anschrift+Gebühr neu";855;1298
"DL";"Odenwälder Weininsel Diplom";"R05";"L";"Seite 1493 - Adresse neu";855;1905
"DL";"River Rhine Award";"R05";"L";"S. 2027 Anschrift+Gebühr neu";855;2005
"DL";"World Championship Award";"R05";"L";"S. 2027 Anschrift+Gebühr neu";855;2367
"DL";"RRDXA Award";"RRDXA";"L";;856;2015
"DL";"SOP Sea of Peace Wimpel";"DVV";"L";"ersetzt Seiten 485/600 - Seite 1177: Gebühr neu";857;2053
"DL";"Trophy Schwarzes Gold";"IGARAG";"L";"QRT (S.1931)";858;2165
"DL";"VHF-Baken-Diplom";;"L";;859;2199
"EA";"EA DX 100";;"L";;862;1575
"EI";"Cork Radio Club DX Award";;"L";;863;1481
"F";"DD 06";"REF06";"L";;864;1517
